SCHOOL_YEAR	DATA_LEVEL	PUBLIC_OR_INDEPENDENT	DISTRICT_NUMBER	DISTRICT_NAME	SCHOOL_NUMBER	SCHOOL_NAME	EXAM_SUBJECT	GRADE	NUMBER_OF_EXAM_WRITERS	NUMBER_OF_C_MINUS_OR_BETTER	PERCENT_OF_C_MINUS_OR_BETTER
2007/2008	DISTRICT LEVEL	BC Public School	074	Gold Trail			Chemistry 12	12	Msk	Msk	Msk
2007/2008	DISTRICT LEVEL	BC Public School	075	Mission			Chemistry 12	12	41	36	88
2007/2008	DISTRICT LEVEL	BC Public School	078	Fraser-Cascade			Chemistry 12	12	10	10	100
2007/2008	DISTRICT LEVEL	BC Public School	079	Cowichan Valley			Chemistry 12	12	54	53	98
2007/2008	DISTRICT LEVEL	BC Public School	081	Fort Nelson			Chemistry 12	12	Msk	Msk	Msk
2007/2008	DISTRICT LEVEL	BC Public School	082	Coast Mountains			Chemistry 12	12	38	36	95
2007/2008	DISTRICT LEVEL	BC Public School	083	North Okanagan-Shuswap			Chemistry 12	12	46	42	91
2007/2008	DISTRICT LEVEL	BC Public School	084	Vancouver Island West			Chemistry 12	12	Msk	Msk	Msk
2007/2008	DISTRICT LEVEL	BC Public School	085	Vancouver Island North			Chemistry 12	12	12	11	92
2007/2008	DISTRICT LEVEL	BC Public School	091	Nechako Lakes			Chemistry 12	12	15	12	80
2007/2008	DISTRICT LEVEL	BC Public School	093	Conseil scolaire francophone			Chemistry 12	12	19	15	79
2007/2008	SCHOOL LEVEL	BC Public School	005	Southeast Kootenay	00501006	Sparwood Secondary	Chemistry 12	12	19	19	100
2007/2008	SCHOOL LEVEL	BC Public School	005	Southeast Kootenay	00502001	Mount Baker Secondary	Chemistry 12	12	54	43	80
2007/2008	SCHOOL LEVEL	BC Public School	005	Southeast Kootenay	00505032	Fernie Secondary School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	005	Southeast Kootenay	00505033	Elkford Elementary Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	006	Rocky Mountain	00603008	Selkirk Secondary School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	006	Rocky Mountain	00604015	David Thompson Secondary	Chemistry 12	12	17	14	82
2007/2008	SCHOOL LEVEL	BC Public School	006	Rocky Mountain	00618005	Golden Secondary	Chemistry 12	12	23	22	96
2007/2008	SCHOOL LEVEL	BC Public School	008	Kootenay Lake	00807012	Salmo Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	008	Kootenay Lake	00807013	L V Rogers Secondary	Chemistry 12	12	24	22	92
2007/2008	SCHOOL LEVEL	BC Public School	008	Kootenay Lake	00886007	Prince Charles Secondary	Chemistry 12	12	16	14	88
2007/2008	SCHOOL LEVEL	BC Public School	008	Kootenay Lake	00886018	J V Humphries Elem-Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	010	Arrow Lakes	01010006	Nakusp Secondary	Chemistry 12	12	21	16	76
2007/2008	SCHOOL LEVEL	BC Public School	010	Arrow Lakes	01010011	Lucerne Elem-Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	019	Revelstoke	01919003	Revelstoke Secondary	Chemistry 12	12	19	15	79
2007/2008	SCHOOL LEVEL	BC Public School	020	Kootenay-Columbia	02009010	Stanley Humphries Secondary	Chemistry 12	12	24	22	92
2007/2008	SCHOOL LEVEL	BC Public School	020	Kootenay-Columbia	02011012	J Lloyd Crowe Secondary	Chemistry 12	12	47	43	91
2007/2008	SCHOOL LEVEL	BC Public School	020	Kootenay-Columbia	02011014	Rossland Secondary	Chemistry 12	12	13	13	100
2007/2008	SCHOOL LEVEL	BC Public School	022	Vernon	02222007	W L Seaton Secondary	Chemistry 12	12	24	23	96
2007/2008	SCHOOL LEVEL	BC Public School	022	Vernon	02222017	Vernon Secondary	Chemistry 12	12	32	28	88
2007/2008	SCHOOL LEVEL	BC Public School	022	Vernon	02222022	Kalamalka Secondary	Chemistry 12	12	19	18	95
2007/2008	SCHOOL LEVEL	BC Public School	022	Vernon	02222025	Clarence Fulton Secondary	Chemistry 12	12	19	17	89
2007/2008	SCHOOL LEVEL	BC Public School	022	Vernon	02222027	Charles Bloom Elementary Secondary	Chemistry 12	12	11	10	91
2007/2008	SCHOOL LEVEL	BC Public School	022	Vernon	02299151	vLearn.ca	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323005	Central School Programs	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323028	George Elliot Secondary	Chemistry 12	12	28	23	82
2007/2008	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323044	Rutland Senior Secondary	Chemistry 12	12	49	45	92
2007/2008	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323051	Mount Boucherie Senior Secondary	Chemistry 12	12	59	56	95
2007/2008	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323059	Okanagan Mission Secondary	Chemistry 12	12	45	43	96
2007/2008	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323076	Kelowna Secondary	Chemistry 12	12	104	103	99
2007/2008	SCHOOL LEVEL	BC Public School	027	Cariboo-Chilcotin	02727000	GROW Continuing Education Centre	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	027	Cariboo-Chilcotin	02727047	Columneetza Secondary	Chemistry 12	12	19	16	84
2007/2008	SCHOOL LEVEL	BC Public School	027	Cariboo-Chilcotin	02727056	Peter Skene Ogden Secondary	Chemistry 12	12	15	12	80
2007/2008	SCHOOL LEVEL	BC Public School	027	Cariboo-Chilcotin	02727069	Williams Lake Secondary School	Chemistry 12	12	22	17	77
2007/2008	SCHOOL LEVEL	BC Public School	028	Quesnel	02828004	Quesnel Junior School	Chemistry 12	12	27	22	81
2007/2008	SCHOOL LEVEL	BC Public School	028	Quesnel	02828034	Correlieu Secondary School	Chemistry 12	12	26	24	92
2007/2008	SCHOOL LEVEL	BC Public School	033	Chilliwack	03333012	Chilliwack Secondary	Chemistry 12	12	34	33	97
2007/2008	SCHOOL LEVEL	BC Public School	033	Chilliwack	03333018	Sardis Secondary	Chemistry 12	12	58	56	97
2007/2008	SCHOOL LEVEL	BC Public School	033	Chilliwack	03398003	Fraser Valley Distance Education School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	033	Chilliwack	03399056	Ed. Ctr Academic Upgrading	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434022	Abbotsford Collegiate	Chemistry 12	12	14	13	93
2007/2008	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434038	Yale Secondary	Chemistry 12	12	71	71	100
2007/2008	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434041	W J Mouat Secondary	Chemistry 12	12	86	86	100
2007/2008	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434052	Rick Hansen Secondary	Chemistry 12	12	34	34	100
2007/2008	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434054	Robert Bateman Secondary	Chemistry 12	12	24	24	100
2007/2008	SCHOOL LEVEL	BC Public School	034	Abbotsford	03434061	Abbotsford Traditional Senior Secondary	Chemistry 12	12	23	19	83
2007/2008	SCHOOL LEVEL	BC Public School	034	Abbotsford	03499101	Abbotsford Virtual School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	035	Langley	03535019	Langley Secondary	Chemistry 12	12	24	22	92
2007/2008	SCHOOL LEVEL	BC Public School	035	Langley	03535020	Aldergrove Community Secondary School	Chemistry 12	12	23	21	91
2007/2008	SCHOOL LEVEL	BC Public School	035	Langley	03535029	Langley Fine Arts School	Chemistry 12	12	27	27	100
2007/2008	SCHOOL LEVEL	BC Public School	035	Langley	03535031	H D Stafford Secondary School	Chemistry 12	12	26	26	100
2007/2008	SCHOOL LEVEL	BC Public School	035	Langley	03535034	D W Poppy Secondary	Chemistry 12	12	27	27	100
2007/2008	SCHOOL LEVEL	BC Public School	035	Langley	03535036	Brookswood Secondary	Chemistry 12	12	30	28	93
2007/2008	SCHOOL LEVEL	BC Public School	035	Langley	03535041	R E Mountain Secondary	Chemistry 12	12	14	13	93
2007/2008	SCHOOL LEVEL	BC Public School	035	Langley	03535050	Walnut Grove Secondary	Chemistry 12	12	63	58	92
2007/2008	SCHOOL LEVEL	BC Public School	035	Langley	03535056	Langley Fundamental Middle/Secondary Sch	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	035	Langley	03599050	Langley Education Centre	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	035	Langley	03599168	Langley Online and Distributed Learning	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	035	Langley	03599173	Choices Program	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636000	Continuing Ed SD 36	Chemistry 12	12	23	20	87
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636022	Queen Elizabeth Secondary	Chemistry 12	12	60	58	97
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636028	North Surrey Secondary	Chemistry 12	12	70	69	99
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636041	Lord Tweedsmuir Secondary	Chemistry 12	12	25	25	100
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636045	Johnston Heights Secondary	Chemistry 12	12	61	58	95
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636047	Guildford Park Secondary	Chemistry 12	12	35	32	91
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636049	Semiahmoo Secondary	Chemistry 12	12	80	71	89
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636079	L A Matheson Secondary	Chemistry 12	12	30	23	77
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636105	Earl Marriott Secondary	Chemistry 12	12	42	38	90
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636106	Frank Hurt Secondary	Chemistry 12	12	29	20	69
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636114	Enver Creek Secondary	Chemistry 12	12	85	80	94
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636141	Fraser Heights Secondary	Chemistry 12	12	80	76	95
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636150	Tamanawis Secondary	Chemistry 12	12	37	36	97
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636156	Elgin Park Secondary	Chemistry 12	12	58	55	95
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636164	Sullivan Heights Secondary	Chemistry 12	12	28	28	100
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636167	Fleetwood Park Secondary	Chemistry 12	12	62	59	95
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636175	Clayton Heights Secondary	Chemistry 12	12	37	35	95
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636232	Panorama Ridge Secondary	Chemistry 12	12	43	35	81
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636246	Princess Margaret Secondary	Chemistry 12	12	99	87	88
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03636248	Kwantlen Park Secondary	Chemistry 12	12	44	38	86
2007/2008	SCHOOL LEVEL	BC Public School	036	Surrey	03699142	Surrey Connect: A Distributed Learning	Chemistry 12	12	37	31	84
2007/2008	SCHOOL LEVEL	BC Public School	037	Delta	03737000	Delta Continuing Education	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	037	Delta	03737003	Delta Secondary	Chemistry 12	12	32	31	97
2007/2008	SCHOOL LEVEL	BC Public School	037	Delta	03737012	North Delta Secondary	Chemistry 12	12	31	30	97
2007/2008	SCHOOL LEVEL	BC Public School	037	Delta	03737021	Delview Secondary	Chemistry 12	12	17	17	100
2007/2008	SCHOOL LEVEL	BC Public School	037	Delta	03737034	Burnsview Secondary	Chemistry 12	12	20	20	100
2007/2008	SCHOOL LEVEL	BC Public School	037	Delta	03737037	South Delta Secondary	Chemistry 12	12	20	17	85
2007/2008	SCHOOL LEVEL	BC Public School	037	Delta	03737038	Sands Secondary	Chemistry 12	12	22	16	73
2007/2008	SCHOOL LEVEL	BC Public School	037	Delta	03737040	Seaquam Secondary	Chemistry 12	12	68	59	87
2007/2008	SCHOOL LEVEL	BC Public School	037	Delta	03799170	Delta Access	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	038	Richmond	03838000	Continuing Ed SD 38	Chemistry 12	12	16	12	75
2007/2008	SCHOOL LEVEL	BC Public School	038	Richmond	03838024	R C Palmer Secondary	Chemistry 12	12	35	34	97
2007/2008	SCHOOL LEVEL	BC Public School	038	Richmond	03838031	Hugh Boyd Secondary	Chemistry 12	12	30	26	87
2007/2008	SCHOOL LEVEL	BC Public School	038	Richmond	03838033	Hugh McRoberts Secondary	Chemistry 12	12	62	55	89
2007/2008	SCHOOL LEVEL	BC Public School	038	Richmond	03838042	J N Burnett Secondary	Chemistry 12	12	134	132	99
2007/2008	SCHOOL LEVEL	BC Public School	038	Richmond	03838044	Matthew McNair Secondary	Chemistry 12	12	51	50	98
2007/2008	SCHOOL LEVEL	BC Public School	038	Richmond	03838045	Steveston-London Secondary	Chemistry 12	12	142	128	90
2007/2008	SCHOOL LEVEL	BC Public School	038	Richmond	03838058	Cambie Secondary	Chemistry 12	12	34	33	97
2007/2008	SCHOOL LEVEL	BC Public School	038	Richmond	03838062	Robert Alexander McMath Secondary	Chemistry 12	12	25	25	100
2007/2008	SCHOOL LEVEL	BC Public School	038	Richmond	03838064	A.R. MacNeill Secondary	Chemistry 12	12	28	25	89
2007/2008	SCHOOL LEVEL	BC Public School	038	Richmond	03838065	Richmond Secondary	Chemistry 12	12	74	59	80
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939000	Continuing Ed SD 39	Chemistry 12	12	66	61	92
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939001	King George Secondary	Chemistry 12	12	14	14	100
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939003	Magee Secondary	Chemistry 12	12	100	93	93
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939004	Britannia Community Secondary	Chemistry 12	12	20	12	60
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939006	Kitsilano Secondary	Chemistry 12	12	78	74	95
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939007	John Oliver Secondary	Chemistry 12	12	33	28	85
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939008	Lord Byng Secondary	Chemistry 12	12	68	65	96
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939010	Templeton Secondary	Chemistry 12	12	47	43	91
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939011	Vancouver Technical Secondary	Chemistry 12	12	86	82	95
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939012	Point Grey Secondary	Chemistry 12	12	89	80	90
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939014	Gladstone Secondary	Chemistry 12	12	69	64	93
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939015	Sir Winston Churchill Secondary	Chemistry 12	12	114	99	87
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939016	Killarney Secondary	Chemistry 12	12	144	140	97
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939017	Sir Charles Tupper Secondary	Chemistry 12	12	25	23	92
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939018	David Thompson Secondary	Chemistry 12	12	69	63	91
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939019	Prince of Wales Secondary	Chemistry 12	12	97	95	98
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939020	Windermere Community Secondary	Chemistry 12	12	48	41	85
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939022	Eric Hamber Secondary	Chemistry 12	12	112	101	90
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03939024	University Hill Secondary	Chemistry 12	12	68	62	91
2007/2008	SCHOOL LEVEL	BC Public School	039	Vancouver	03998004	Vancouver Learning Network	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	040	New Westminster	04040000	Continuing Ed SD 40	Chemistry 12	12	10	8	80
2007/2008	SCHOOL LEVEL	BC Public School	040	New Westminster	04040008	New Westminster Secondary	Chemistry 12	12	127	121	95
2007/2008	SCHOOL LEVEL	BC Public School	041	Burnaby	04141000	Burnaby Continuing Education	Chemistry 12	12	16	14	88
2007/2008	SCHOOL LEVEL	BC Public School	041	Burnaby	04141001	Burnaby Central Secondary	Chemistry 12	12	102	92	90
2007/2008	SCHOOL LEVEL	BC Public School	041	Burnaby	04141002	Burnaby North Secondary	Chemistry 12	12	153	139	91
2007/2008	SCHOOL LEVEL	BC Public School	041	Burnaby	04141005	Alpha Secondary	Chemistry 12	12	38	36	95
2007/2008	SCHOOL LEVEL	BC Public School	041	Burnaby	04141007	Cariboo Hill Secondary	Chemistry 12	12	42	36	86
2007/2008	SCHOOL LEVEL	BC Public School	041	Burnaby	04141011	Moscrop Secondary	Chemistry 12	12	138	127	92
2007/2008	SCHOOL LEVEL	BC Public School	041	Burnaby	04141062	Burnaby South Secondary	Chemistry 12	12	107	95	89
2007/2008	SCHOOL LEVEL	BC Public School	041	Burnaby	04141063	Burnaby Mountain Secondary	Chemistry 12	12	73	68	93
2007/2008	SCHOOL LEVEL	BC Public School	041	Burnaby	04141068	Byrne Creek Secondary	Chemistry 12	12	55	49	89
2007/2008	SCHOOL LEVEL	BC Public School	041	Burnaby	04199145	Burnaby Online Program	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242000	Continuing Ed SD 42	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242001	Maple Ridge Secondary	Chemistry 12	12	31	28	90
2007/2008	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242002	Garibaldi Secondary	Chemistry 12	12	16	15	94
2007/2008	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242003	Pitt Meadows Secondary	Chemistry 12	12	12	10	83
2007/2008	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242004	Westview Secondary	Chemistry 12	12	25	24	96
2007/2008	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242028	Arthur Peake Centre	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242038	Thomas Haney Centre	Chemistry 12	12	19	17	89
2007/2008	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242045	Samuel Robertson Technical Secondary	Chemistry 12	12	11	10	91
2007/2008	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04299154	SD42 Connected Learning Community	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343000	Continuing Ed SD 43	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343076	Centennial School	Chemistry 12	12	116	106	91
2007/2008	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343080	Dr. Charles Best Secondary School	Chemistry 12	12	50	46	92
2007/2008	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343088	Port Moody Secondary	Chemistry 12	12	42	38	90
2007/2008	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343125	Gleneagle Secondary School	Chemistry 12	12	91	87	96
2007/2008	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343127	Heritage Woods Secondary	Chemistry 12	12	81	81	100
2007/2008	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343130	Pinetree Secondary School	Chemistry 12	12	124	116	94
2007/2008	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343132	Riverside Secondary	Chemistry 12	12	83	72	87
2007/2008	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343136	Terry Fox Secondary	Chemistry 12	12	60	57	95
2007/2008	SCHOOL LEVEL	BC Public School	043	Coquitlam	04399143	Coquitlam Open Learning 10-12	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444000	Continuing Ed SD 44	Chemistry 12	12	11	9	82
2007/2008	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444012	Sutherland Secondary	Chemistry 12	12	68	63	93
2007/2008	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444022	Argyle Secondary	Chemistry 12	12	64	61	95
2007/2008	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444025	Handsworth Secondary School	Chemistry 12	12	47	41	87
2007/2008	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444026	Windsor Secondary	Chemistry 12	12	31	26	84
2007/2008	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444036	Carson Graham Secondary	Chemistry 12	12	58	49	84
2007/2008	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444047	Seycove Secondary Community	Chemistry 12	12	19	19	100
2007/2008	SCHOOL LEVEL	BC Public School	045	West Vancouver	04545010	Sentinel Secondary	Chemistry 12	12	59	56	95
2007/2008	SCHOOL LEVEL	BC Public School	045	West Vancouver	04545015	West Vancouver Secondary	Chemistry 12	12	64	62	97
2007/2008	SCHOOL LEVEL	BC Public School	045	West Vancouver	04545081	Rockridge Secondary	Chemistry 12	12	27	24	89
2007/2008	SCHOOL LEVEL	BC Public School	046	Sunshine Coast	04646008	Elphinstone Secondary	Chemistry 12	12	17	17	100
2007/2008	SCHOOL LEVEL	BC Public School	046	Sunshine Coast	04646017	Chatelech Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	046	Sunshine Coast	04699160	SPIDER Distributed Learning	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	047	Powell River	04747021	Brooks Secondary	Chemistry 12	12	32	30	94
2007/2008	SCHOOL LEVEL	BC Public School	047	Powell River	04799161	Partners in Education Program (PIE)	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	048	Sea to Sky	04848004	Howe Sound Secondary	Chemistry 12	12	28	21	75
2007/2008	SCHOOL LEVEL	BC Public School	048	Sea to Sky	04848021	Pemberton Secondary School	Chemistry 12	12	15	12	80
2007/2008	SCHOOL LEVEL	BC Public School	048	Sea to Sky	04848022	Whistler Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	049	Central Coast	04949002	Sir Alexander Mackenzie Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	050	Haida Gwaii	05050001	George M Dawson Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	051	Boundary	05112002	Grand Forks Secondary School	Chemistry 12	12	22	22	100
2007/2008	SCHOOL LEVEL	BC Public School	051	Boundary	05113010	Boundary Central Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	052	Prince Rupert	05252009	Prince Rupert Secondary	Chemistry 12	12	22	14	64
2007/2008	SCHOOL LEVEL	BC Public School	052	Prince Rupert	05252018	Charles Hays Secondary	Chemistry 12	12	15	6	40
2007/2008	SCHOOL LEVEL	BC Public School	053	Okanagan Similkameen	05314001	Southern Okanagan Secondary	Chemistry 12	12	14	12	86
2007/2008	SCHOOL LEVEL	BC Public School	053	Okanagan Similkameen	05314008	Osoyoos Secondary	Chemistry 12	12	15	11	73
2007/2008	SCHOOL LEVEL	BC Public School	053	Okanagan Similkameen	05316004	Similkameen Elem-Secondary	Chemistry 12	12	10	7	70
2007/2008	SCHOOL LEVEL	BC Public School	054	Bulkley Valley	05454011	Houston Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	054	Bulkley Valley	05454013	Smithers Secondary	Chemistry 12	12	17	16	94
2007/2008	SCHOOL LEVEL	BC Public School	057	Prince George	05757012	Duchess Park Secondary	Chemistry 12	12	24	22	92
2007/2008	SCHOOL LEVEL	BC Public School	057	Prince George	05757036	Prince George Secondary School	Chemistry 12	12	36	32	89
2007/2008	SCHOOL LEVEL	BC Public School	057	Prince George	05757047	Kelly Road Secondary	Chemistry 12	12	42	30	71
2007/2008	SCHOOL LEVEL	BC Public School	057	Prince George	05757074	Valemount Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	057	Prince George	05757100	D P Todd Secondary	Chemistry 12	12	20	18	90
2007/2008	SCHOOL LEVEL	BC Public School	057	Prince George	05757101	College Heights Secondary	Chemistry 12	12	23	17	74
2007/2008	SCHOOL LEVEL	BC Public School	058	Nicola-Similkameen	05817008	Princeton Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	058	Nicola-Similkameen	05831005	Merritt Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	059	Peace River South	05959008	South Peace Secondary	Chemistry 12	12	46	40	87
2007/2008	SCHOOL LEVEL	BC Public School	059	Peace River South	05959011	Chetwynd Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	059	Peace River South	05959027	Tumbler Ridge Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	060	Peace River North	06060015	North Peace Secondary	Chemistry 12	12	40	37	93
2007/2008	SCHOOL LEVEL	BC Public School	060	Peace River North	06060060	Hudson's Hope School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161000	Continuing Ed SD 61	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161018	Victoria High School	Chemistry 12	12	13	11	85
2007/2008	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161024	Oak Bay Secondary	Chemistry 12	12	30	28	93
2007/2008	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161048	Esquimalt High School	Chemistry 12	12	12	12	100
2007/2008	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161049	Mount Douglas Secondary	Chemistry 12	12	105	101	96
2007/2008	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161057	Reynolds Secondary	Chemistry 12	12	49	48	98
2007/2008	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161063	Spectrum Community	Chemistry 12	12	45	42	93
2007/2008	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161064	Lambrick Park Secondary	Chemistry 12	12	26	24	92
2007/2008	SCHOOL LEVEL	BC Public School	062	Sooke	06262013	Belmont Secondary	Chemistry 12	12	41	39	95
2007/2008	SCHOOL LEVEL	BC Public School	062	Sooke	06262033	Edward Milne Community School	Chemistry 12	12	Msk	Msk	Msk
